trial number,crosshair (start time - ms),crosshair (duration - ms),icon (filename),display icon (start time - ms),display (duration - ms),wait before (start time - ms),wait before (duration - ms),ready (start time - ms),ready (duration - ms),wait after (start time - ms),wait after (duration - ms),reproduce display (start time - ms),max reproduce display (duration - ms),perfect reproduce time (game time - ms),key down (start time - ms),too late (yes - no),difference time (duration - ms),percent error (fraction),icon category (w - l - n),icon amount (dollars),monetary outcome (dollars),payment display (start time - ms),payment display (duration - ms),running total (dollars)
1, 15174, 1484, 'icon29.jpg', 16660, 5000.0, 21663, 497, 22161, 1000, 23165, 480, 23648, 10000.0, 28648.0, 27946, 'No', -702.0, 0.1404, 'Neutral', 0, 0, 27945, 537, 0
2, 27950, 1528, 'icon19.jpg', 29479, 3000.0, 32481, 442, 32926, 1000, 33930, 502, 34437, 6000.0, 37437.0, 37223, 'No', -214.0, 0.07133333333333333, 'Neutral', 0, 0, 37222, 532, 0
3, 37228, 1505, 'icon04.jpg', 38735, 5000.0, 43738, 498, 44240, 1000, 45244, 469, 45715, 10000.0, 50715.0, 50248, 'No', -467.0, 0.0934, 'Win', 5, 4.5329999999999995, 50247, 497, 4.5329999999999995
4, 50752, 1450, 'icon54.jpg', 52204, 3000.0, 55208, 476, 55687, 1000, 56691, 490, 57184, 6000.0, 60184.0, 59728, 'No', -456.0, 0.152, 'Loss', -3, -0.45599999999999996, 59727, 507, 4.077
5, 60241, 1502, 'icon29.jpg', 61744, 5000.0, 66746, 537, 67285, 1000, 68286, 513, 68804, 10000.0, 73804.0, 73620, 'No', -184.0, 0.0368, 'Neutral', 0, 0, 73619, 537, 4.077
6, 73624, 1450, 'icon04.jpg', 75075, 5000.0, 80077, 517, 80596, 1000, 81602, 498, 82103, 10000.0, 87103.0, 86847, 'No', -256.0, 0.0512, 'Win', 5, 4.744, 86845, 477, 8.821
7, 87327, 1464, 'icon10.jpg', 88792, 3000.0, 91794, 505, 92303, 1000, 93306, 505, 93813, 6000.0, 96813.0, 95972, 'No', -841.0, 0.2803333333333333, 'Win', 3, 2.159, 95971, 461, 10.98
8, 96437, 1528, 'icon26.jpg', 97965, 1000.0, 98969, 481, 99451, 1000, 100452, 467, 100921, 2000.0, 101921.0, 101667, 'No', -254.0, 0.254, 'Neutral', 0, 0, 101666, 489, 10.98
9, 101671, 1548, 'icon10.jpg', 103222, 3000.0, 106226, 481, 106711, 1000, 107714, 484, 108200, 6000.0, 111200.0, 110942, 'No', -258.0, 0.086, 'Win', 3, 2.742, 110941, 497, 13.722000000000001
10, 111443, 1456, 'icon09.jpg', 112901, 5000.0, 117903, 489, 118396, 1000, 119399, 491, 119891, 10000.0, 124891.0, 124683, 'No', -208.0, 0.0416, 'Loss', -5, -0.20800000000000018, 124682, 476, 13.514000000000001
11, 125169, 1552, 'icon29.jpg', 126722, 5000.0, 131724, 487, 132215, 1000, 133218, 542, 133761, 10000.0, 138761.0, 138012, 'No', -749.0, 0.1498, 'Neutral', 0, 0, 138011, 476, 13.514000000000001
