trial number,crosshair (start time - ms),crosshair (duration - ms),icon (filename),display icon (start time - ms),display (duration - ms),wait before (start time - ms),wait before (duration - ms),ready (start time - ms),ready (duration - ms),wait after (start time - ms),wait after (duration - ms),reproduce display (start time - ms),max reproduce display (duration - ms),perfect reproduce time (game time - ms),key down (start time - ms),too late (yes - no),difference time (duration - ms),percent error (fraction),icon category (w - l - n),icon amount (dollars),monetary outcome (dollars),payment display (start time - ms),payment display (duration - ms),running total (dollars)
1, 53900, 1512, 'icon44.jpg', 55412, 3000.0, 58413, 479, 58894, 1000, 59895, 509, 60406, 6000.0, 63406.0, 62405, 'No', -1001.0, 0.33366666666666667, 'Win', 3, 1.999, 62405, 512, 1.999
2, 62929, 1538, 'icon02.jpg', 64471, 1000.0, 65473, 490, 65965, 1000, 66967, 485, 67456, 2000.0, 68456.0, 68043, 'No', -413.0, 0.413, 'Loss', -1, -0.41300000000000003, 68042, 509, 1.586
3, 68561, 1511, 'icon04.jpg', 70074, 5000.0, 75078, 468, 75548, 1000, 76551, 479, 77033, 10000.0, 82033.0, 82038, 'No', 5.0, 0.001, 'Loss', -5, -0.004999999999999893, 82038, 486, 1.5810000000000002
4, 82534, 1530, 'icon05.jpg', 84064, 5000.0, 89069, 549, 89619, 1000, 90623, 549, 91176, 10000.0, 96176.0, 95163, 'No', -1013.0, 0.2026, 'Neutral', 0, 0, 95162, 501, 1.5810000000000002
5, 95171, 1469, 'icon24.jpg', 96640, 3000.0, 99642, 501, 100144, 1000, 101148, 507, 101658, 6000.0, 104658.0, 104441, 'No', -217.0, 0.07233333333333333, 'Neutral', 0, 0, 104441, 500, 1.5810000000000002
6, 104450, 1530, 'icon05.jpg', 105983, 5000.0, 110985, 468, 111456, 1000, 112457, 457, 112918, 10000.0, 117918.0, 117257, 'No', -661.0, 0.1322, 'Neutral', 0, 0, 117256, 563, 1.5810000000000002
7, 117266, 1490, 'icon11.jpg', 118756, 3000.0, 121758, 506, 122268, 1000, 123272, 536, 123811, 6000.0, 126811.0, 125766, 'No', -1045.0, 0.34833333333333333, 'Loss', -3, -1.0450000000000002, 125765, 510, 0.536
8, 126284, 1523, 'icon04.jpg', 127807, 5000.0, 132810, 521, 133332, 1000, 134335, 509, 134846, 10000.0, 139846.0, 137968, 'No', -1878.0, 0.3756, 'Loss', -5, -1.8780000000000001, 137967, 492, -1.342
9, 138470, 1469, 'icon02.jpg', 139940, 1000.0, 140944, 498, 141443, 1000, 142445, 486, 142932, 2000.0, 143932.0, 143403, 'No', -529.0, 0.529, 'Loss', -1, -0.529, 143403, 545, -1.871
10, 143957, 1523, 'icon17.jpg', 145483, 1000.0, 146487, 479, 146968, 1000, 147972, 523, 148497, 2000.0, 149497.0, 149607, 'No', 110.0, 0.11, 'Win', 1, 0.89, 149606, 549, -0.981
11, 150165, 1534, 'icon20.jpg', 151700, 5000.0, 156702, 479, 157183, 1000, 158187, 463, 158653, 10000.0, 163653.0, 163243, 'No', -410.0, 0.082, 'Win', 5, 4.59, 163241, 498, 3.609
12, 163749, 1572, 'icon20.jpg', 165326, 5000.0, 170329, 468, 170798, 1000, 171799, 457, 172258, 10000.0, 177258.0, 176621, 'No', -637.0, 0.1274, 'Win', 5, 4.363, 176620, 527, 7.972
13, 177159, 1469, 'icon11.jpg', 178628, 3000.0, 181630, 479, 182111, 1000, 183113, 506, 183620, 6000.0, 186620.0, 186567, 'No', -53.0, 0.017666666666666667, 'Loss', -3, -0.052999999999999936, 186566, 518, 7.9190000000000005
14, 187094, 1503, 'icon11.jpg', 188599, 3000.0, 191602, 464, 192068, 1000, 193071, 500, 193573, 6000.0, 196573.0, 196256, 'No', -317.0, 0.10566666666666667, 'Loss', -3, -0.31700000000000017, 196254, 506, 7.602
15, 196769, 1450, 'icon20.jpg', 198223, 5000.0, 203225, 504, 203733, 1000, 204736, 538, 205277, 10000.0, 210277.0, 210353, 'No', 76.0, 0.0152, 'Win', 5, 4.924, 210352, 467, 12.526
16, 210828, 1540, 'icon19.jpg', 212370, 1000.0, 213371, 513, 213887, 1000, 214888, 538, 215428, 2000.0, 216428.0, 216043, 'No', -385.0, 0.385, 'Neutral', 0, 0, 216042, 482, 12.526
17, 216052, 1509, 'icon02.jpg', 217563, 1000.0, 218567, 500, 219071, 1000, 220072, 512, 220588, 2000.0, 221588.0, 221323, 'No', -265.0, 0.265, 'Loss', -1, -0.265, 221322, 506, 12.261
18, 221839, 1534, 'icon44.jpg', 223373, 3000.0, 226374, 510, 226888, 1000, 227889, 464, 228356, 6000.0, 231356.0, 230758, 'No', -598.0, 0.19933333333333333, 'Win', 3, 2.402, 230757, 508, 14.663
19, 231276, 1490, 'icon04.jpg', 232766, 5000.0, 237768, 502, 238271, 1000, 239273, 510, 239784, 10000.0, 244784.0, 244292, 'No', -492.0, 0.0984, 'Loss', -5, -0.492, 244291, 518, 14.171
20, 244820, 1441, 'icon11.jpg', 246262, 3000.0, 249266, 549, 249819, 1000, 250821, 466, 251290, 6000.0, 254290.0, 254490, 'No', 200.0, 0.06666666666666667, 'Loss', -3, -0.20000000000000018, 254489, 538, 13.971
