trial number,crosshair (start time - ms),crosshair (duration - ms),icon (filename),display icon (start time - ms),display (duration - ms),wait before (start time - ms),wait before (duration - ms),ready (start time - ms),ready (duration - ms),wait after (start time - ms),wait after (duration - ms),reproduce display (start time - ms),max reproduce display (duration - ms),perfect reproduce time (game time - ms),key down (start time - ms),too late (yes - no),difference time (duration - ms),percent error (fraction),icon category (w - l - n),icon amount (dollars),monetary outcome (dollars),payment display (start time - ms),payment display (duration - ms),running total (dollars)
1, 31063, 1473, 'icon12.jpg', 32537, 3000.0, 35542, 518, 36064, 1000, 37066, 489, 37557, 6000.0, 40557.0, 39746, 'No', -811.0, 0.2703333333333333, 'Win', 3, 2.189, 39745, 507, 2.189
2, 40257, 1478, 'icon39.jpg', 41735, 5000.0, 46739, 507, 47250, 1000, 48251, 497, 48750, 10000.0, 53750.0, 53791, 'No', 41.0, 0.0082, 'Neutral', 0, 0, 53789, 500, 2.189
3, 53796, 1510, 'icon46.jpg', 55308, 3000.0, 58309, 500, 58812, 1000, 59813, 483, 60300, 6000.0, 63300.0, 62251, 'No', -1049.0, 0.3496666666666667, 'Neutral', 0, 0, 62251, 498, 2.189
4, 62256, 1437, 'icon28.jpg', 63694, 1000.0, 64697, 478, 65177, 1000, 66180, 497, 66678, 2000.0, 67678.0, 67175, 'No', -503.0, 0.503, 'Win', 3, 1.491, 67174, 492, 3.68
5, 67672, 1511, 'icon50.jpg', 69186, 5000.0, 74189, 538, 74730, 1000, 75731, 492, 76227, 10000.0, 81227.0, 80604, 'No', -623.0, 0.1246, 'Win', 3, 2.6262, 80601, 483, 6.3062000000000005
6, 81092, 1447, 'icon46.jpg', 82541, 3000.0, 85544, 501, 86048, 1000, 87049, 512, 87562, 6000.0, 90562.0, 90039, 'No', -523.0, 0.17433333333333334, 'Neutral', 0, 0, 90038, 519, 6.3062000000000005
7, 90042, 1464, 'icon54.jpg', 91506, 1000.0, 92509, 522, 93034, 1000, 94036, 504, 94543, 2000.0, 95543.0, 95011, 'No', -532.0, 0.532, 'Loss', -3, -1.5959999999999999, 95010, 537, 4.7102
8, 95554, 1510, 'icon27.jpg', 97064, 1000.0, 98067, 515, 98589, 1000, 99594, 460, 100057, 2000.0, 101057.0, 100443, 'No', -614.0, 0.614, 'Neutral', 0, 0, 100442, 480, 4.7102
9, 100446, 1581, 'icon07.jpg', 102028, 5000.0, 107031, 497, 107530, 1000, 108533, 483, 109020, 10000.0, 114020.0, 113107, 'No', -913.0, 0.1826, 'Loss', -3, -0.5478000000000001, 113107, 483, 4.1624
10, 113597, 1570, 'icon54.jpg', 115169, 1000.0, 116170, 501, 116672, 1000, 117673, 516, 118191, 2000.0, 119191.0, 118848, 'No', -343.0, 0.343, 'Loss', -3, -1.029, 118847, 478, 3.1334
11, 119331, 1495, 'icon50.jpg', 120826, 5000.0, 125829, 521, 126354, 1000, 127357, 498, 127856, 10000.0, 132856.0, 132585, 'No', -271.0, 0.0542, 'Win', 3, 2.8373999999999997, 132584, 523, 5.9708
12, 133112, 1438, 'icon43.jpg', 134553, 3000.0, 137554, 487, 138042, 1000, 139044, 489, 139534, 6000.0, 142534.0, 142071, 'No', -463.0, 0.15433333333333332, 'Loss', -3, -0.4630000000000001, 142070, 512, 5.5078
13, 142588, 1534, 'icon46.jpg', 144124, 3000.0, 147127, 492, 147623, 1000, 148625, 478, 149106, 6000.0, 152106.0, 151349, 'No', -757.0, 0.25233333333333335, 'Neutral', 0, 0, 151348, 495, 5.5078
14, 151353, 1511, 'icon39.jpg', 152865, 5000.0, 157867, 480, 158351, 1000, 159355, 505, 159865, 10000.0, 164865.0, 164474, 'No', -391.0, 0.0782, 'Neutral', 0, 0, 164473, 501, 5.5078
15, 164479, 1484, 'icon07.jpg', 165966, 5000.0, 170968, 520, 171489, 1000, 172493, 522, 173019, 10000.0, 178019.0, 177697, 'No', -322.0, 0.0644, 'Loss', -3, -0.19320000000000004, 177696, 521, 5.3145999999999995
16, 178225, 1480, 'icon54.jpg', 179706, 1000.0, 180707, 483, 181196, 1000, 182197, 514, 182714, 2000.0, 183714.0, 183338, 'No', -376.0, 0.376, 'Loss', -3, -1.1280000000000001, 183337, 497, 4.186599999999999
17, 183842, 1463, 'icon50.jpg', 185309, 5000.0, 190313, 497, 190814, 1000, 191816, 480, 192298, 10000.0, 197298.0, 197028, 'No', -270.0, 0.054, 'Win', 3, 2.838, 197027, 500, 7.0245999999999995
18, 197534, 1553, 'icon39.jpg', 199091, 5000.0, 204094, 518, 204616, 1000, 205617, 499, 206119, 10000.0, 211119.0, 210661, 'No', -458.0, 0.0916, 'Neutral', 0, 0, 210660, 522, 7.0245999999999995
19, 210664, 1532, 'icon50.jpg', 212196, 5000.0, 217197, 522, 217722, 1000, 218723, 501, 219225, 10000.0, 224225.0, 223476, 'No', -749.0, 0.1498, 'Win', 3, 2.5505999999999998, 223476, 468, 9.575199999999999
20, 223949, 1511, 'icon54.jpg', 225462, 1000.0, 226464, 528, 226995, 1000, 227999, 501, 228506, 2000.0, 229506.0, 229120, 'No', -386.0, 0.386, 'Loss', -3, -1.158, 229118, 489, 8.4172
21, 229612, 1444, 'icon54.jpg', 231056, 1000.0, 232059, 480, 232540, 1000, 233541, 505, 234047, 2000.0, 235047.0, 234807, 'No', -240.0, 0.24, 'Loss', -3, -0.7199999999999998, 234807, 480, 7.6972
22, 235293, 1511, 'icon43.jpg', 236806, 3000.0, 239809, 537, 240349, 1000, 241351, 500, 241853, 6000.0, 244853.0, 244137, 'No', -716.0, 0.23866666666666667, 'Loss', -3, -0.7160000000000002, 244136, 501, 6.981199999999999
23, 244645, 1468, 'icon50.jpg', 246114, 5000.0, 251115, 498, 251617, 1000, 252618, 483, 253102, 10000.0, 258102.0, 257978, 'No', -124.0, 0.0248, 'Win', 3, 2.9255999999999998, 257978, 497, 9.906799999999999
24, 258480, 1576, 'icon50.jpg', 260059, 5000.0, 265061, 480, 265543, 1000, 266544, 513, 267061, 10000.0, 272061.0, 271923, 'No', -138.0, 0.0276, 'Win', 3, 2.9172000000000002, 271923, 500, 12.823999999999998
25, 272431, 1548, 'icon27.jpg', 273982, 1000.0, 274985, 518, 275506, 1000, 276510, 518, 277030, 2000.0, 278030.0, 278178, 'No', 148.0, 0.148, 'Neutral', 0, 0, 278177, 544, 12.823999999999998
26, 278183, 1468, 'icon07.jpg', 279653, 5000.0, 284656, 486, 285145, 1000, 286147, 520, 286670, 10000.0, 291670.0, 291302, 'No', -368.0, 0.0736, 'Loss', -3, -0.2208000000000001, 291302, 518, 12.603199999999998
27, 291827, 1522, 'icon46.jpg', 293349, 3000.0, 296350, 498, 296850, 1000, 297854, 505, 298365, 6000.0, 301365.0, 301143, 'No', -222.0, 0.074, 'Neutral', 0, 0, 301142, 516, 12.603199999999998
28, 301149, 1480, 'icon27.jpg', 302630, 1000.0, 303633, 515, 304151, 1000, 305152, 522, 305676, 2000.0, 306676.0, 306372, 'No', -304.0, 0.304, 'Neutral', 0, 0, 306371, 507, 12.603199999999998
29, 306377, 1473, 'icon27.jpg', 307850, 1000.0, 308852, 497, 309351, 1000, 310352, 492, 310849, 2000.0, 311849.0, 311397, 'No', -452.0, 0.452, 'Neutral', 0, 0, 311396, 492, 12.603199999999998
30, 311401, 1545, 'icon50.jpg', 312948, 5000.0, 317950, 467, 318420, 1000, 319423, 517, 319943, 10000.0, 324943.0, 324674, 'No', -269.0, 0.0538, 'Win', 3, 2.8386, 324673, 547, 15.441799999999997
31, 325224, 1522, 'icon43.jpg', 326746, 3000.0, 329750, 501, 330254, 1000, 331257, 486, 331745, 6000.0, 334745.0, 334618, 'No', -127.0, 0.042333333333333334, 'Loss', -3, -0.12699999999999978, 334617, 518, 15.314799999999998
32, 335140, 1570, 'icon27.jpg', 336711, 1000.0, 337713, 523, 338239, 1000, 339243, 521, 339768, 2000.0, 340768.0, 340874, 'No', 106.0, 0.106, 'Neutral', 0, 0, 340872, 521, 15.314799999999998
33, 340878, 1449, 'icon12.jpg', 342330, 3000.0, 345332, 507, 345840, 1000, 346843, 518, 347363, 6000.0, 350363.0, 350258, 'No', -105.0, 0.035, 'Win', 3, 2.895, 350256, 543, 18.209799999999998
34, 350807, 1525, 'icon43.jpg', 352332, 3000.0, 355333, 516, 355853, 1000, 356856, 491, 357350, 6000.0, 360350.0, 360356, 'No', 6.0, 0.002, 'Loss', -3, -0.006000000000000227, 360354, 522, 18.203799999999998
35, 360880, 1439, 'icon46.jpg', 362323, 3000.0, 365326, 493, 365825, 1000, 366828, 521, 367350, 6000.0, 370350.0, 370196, 'No', -154.0, 0.051333333333333335, 'Neutral', 0, 0, 370196, 510, 18.203799999999998
36, 370200, 1511, 'icon28.jpg', 371712, 1000.0, 372714, 515, 373233, 1000, 374235, 518, 374757, 2000.0, 375757.0, 375373, 'No', -384.0, 0.384, 'Win', 3, 1.8479999999999999, 375372, 503, 20.051799999999997
37, 375882, 1492, 'icon39.jpg', 377375, 5000.0, 382378, 507, 382887, 1000, 383890, 478, 384373, 10000.0, 389373.0, 389164, 'No', -209.0, 0.0418, 'Neutral', 0, 0, 389163, 517, 20.051799999999997
