trial number,crosshair (start time - ms),crosshair (duration - ms),icon (filename),display icon (start time - ms),display (duration - ms),wait before (start time - ms),wait before (duration - ms),ready (start time - ms),ready (duration - ms),wait after (start time - ms),wait after (duration - ms),reproduce display (start time - ms),max reproduce display (duration - ms),perfect reproduce time (game time - ms),key down (start time - ms),too late (yes - no),difference time (duration - ms),percent error (fraction),icon category (w - l - n),icon amount (dollars),monetary outcome (dollars),payment display (start time - ms),payment display (duration - ms),running total (dollars)
1, 16870, 1540, 'icon32.jpg', 18410, 3000.0, 21412, 491, 21908, 1000, 22909, 509, 23424, 6000.0, 26424.0, 26217, 'No', -207.0, 0.069, 'Loss', -3, -0.20699999999999985, 26216, 520, -0.20699999999999985
2, 26742, 1457, 'icon06.jpg', 28202, 5000.0, 33208, 506, 33718, 1000, 34720, 477, 35199, 10000.0, 40199.0, 37855, 'No', -2344.0, 0.4688, 'Loss', -3, -1.4064, 37853, 505, -1.6134
3, 38363, 1501, 'icon45.jpg', 39865, 3000.0, 42869, 489, 43359, 1000, 44362, 504, 44869, 6000.0, 47869.0, 47441, 'No', -428.0, 0.14266666666666666, 'Neutral', 0, 0, 47440, 476, -1.6134
4, 47445, 1506, 'icon53.jpg', 48951, 1000.0, 49954, 501, 50459, 1000, 51460, 479, 51941, 2000.0, 52941.0, 52309, 'No', -632.0, 0.632, 'Loss', -3, -1.896, 52308, 488, -3.5094
5, 52802, 1501, 'icon53.jpg', 54304, 1000.0, 55307, 506, 55815, 1000, 56816, 459, 57278, 2000.0, 58278.0, 58358, 'No', 80.0, 0.08, 'Loss', -3, -0.23999999999999977, 58357, 531, -3.7493999999999996
6, 58896, 1554, 'icon32.jpg', 60452, 3000.0, 63456, 516, 63975, 1000, 64979, 537, 65518, 6000.0, 68518.0, 68101, 'No', -417.0, 0.139, 'Loss', -3, -0.4169999999999998, 68099, 536, -4.166399999999999
7, 68641, 1435, 'icon45.jpg', 70076, 3000.0, 73080, 503, 73587, 1000, 74588, 501, 75092, 6000.0, 78092.0, 77787, 'No', -305.0, 0.10166666666666667, 'Neutral', 0, 0, 77787, 440, -4.166399999999999
8, 77791, 1571, 'icon40.jpg', 79362, 1000.0, 80367, 486, 80855, 1000, 81857, 459, 82317, 2000.0, 83317.0, 83221, 'No', -96.0, 0.096, 'Win', 3, 2.712, 83220, 520, -1.4543999999999992
9, 83750, 1497, 'icon40.jpg', 85252, 1000.0, 86255, 506, 86767, 1000, 87769, 504, 88275, 2000.0, 89275.0, 89425, 'No', 150.0, 0.15, 'Win', 3, 2.55, 89424, 491, 1.0956000000000006
10, 89923, 1554, 'icon46.jpg', 91478, 5000.0, 96483, 469, 96956, 1000, 97960, 508, 98470, 10000.0, 103470.0, 103623, 'No', 153.0, 0.0306, 'Win', 3, 2.9082, 103622, 506, 4.0038
