trial number,crosshair (start time - ms),crosshair (duration - ms),icon (filename),display icon (start time - ms),display (duration - ms),wait before (start time - ms),wait before (duration - ms),ready (start time - ms),ready (duration - ms),wait after (start time - ms),wait after (duration - ms),reproduce display (start time - ms),max reproduce display (duration - ms),perfect reproduce time (game time - ms),key down (start time - ms),too late (yes - no),difference time (duration - ms),percent error (fraction),icon category (w - l - n),icon amount (dollars),monetary outcome (dollars),payment display (start time - ms),payment display (duration - ms),running total (dollars)
1, 33870, 1553, 'icon15.jpg', 35424, 1000.0, 36427, 487, 36915, 1000, 37916, 506, 38426, 2000.0, 39426.0, 39071, 'No', -355.0, 0.355, 'Neutral', 0, 0, 39069, 507, 0
2, 39074, 1459, 'icon35.jpg', 40533, 5000.0, 45535, 543, 46080, 1000, 47082, 484, 47571, 10000.0, 52571.0, 51115, 'No', -1456.0, 0.2912, 'Loss', -3, -0.8736000000000002, 51114, 543, -0.8736000000000002
3, 51662, 1540, 'icon33.jpg', 53205, 5000.0, 58207, 535, 58743, 1000, 59745, 508, 60256, 10000.0, 65256.0, 65317, 'No', 61.0, 0.0122, 'Neutral', 0, 0, 65315, 498, -0.8736000000000002
4, 65322, 1446, 'icon10.jpg', 66768, 3000.0, 69770, 513, 70286, 1000, 71288, 497, 71788, 6000.0, 74788.0, 75209, 'No', 421.0, 0.14033333333333334, 'Loss', -3, -0.4209999999999998, 75208, 490, -1.2946
5, 75705, 1428, 'icon35.jpg', 77134, 5000.0, 82135, 479, 82617, 1000, 83620, 494, 84117, 10000.0, 89117.0, 90023, 'No', 906.0, 0.1812, 'Loss', -3, -0.5436000000000001, 90023, 503, -1.8382
6, 90535, 1502, 'icon35.jpg', 92038, 5000.0, 97041, 484, 97526, 1000, 98532, 506, 99040, 10000.0, 104040.0, 104532, 'No', 492.0, 0.0984, 'Loss', -3, -0.29520000000000035, 104531, 508, -2.1334000000000004
7, 105043, 1579, 'icon15.jpg', 106624, 1000.0, 107630, 500, 108132, 1000, 109135, 480, 109618, 2000.0, 110618.0, 110326, 'No', -292.0, 0.292, 'Neutral', 0, 0, 110324, 521, -2.1334000000000004
8, 110331, 1479, 'icon33.jpg', 111812, 5000.0, 116814, 508, 117326, 1000, 118327, 514, 118847, 10000.0, 123847.0, 123806, 'No', -41.0, 0.0082, 'Neutral', 0, 0, 123806, 481, -2.1334000000000004
9, 123812, 1552, 'icon45.jpg', 125365, 1000.0, 126368, 480, 126851, 1000, 127854, 520, 128380, 2000.0, 129380.0, 129191, 'No', -189.0, 0.189, 'Win', 3, 2.4330000000000003, 129189, 463, 0.29959999999999987
10, 129658, 1484, 'icon09.jpg', 131144, 5000.0, 136147, 503, 136651, 1000, 137656, 477, 138136, 10000.0, 143136.0, 142928, 'No', -208.0, 0.0416, 'Win', 3, 2.8752, 142927, 505, 3.1748
11, 143439, 1467, 'icon10.jpg', 144908, 3000.0, 147909, 518, 148430, 1000, 149431, 484, 149917, 6000.0, 152917.0, 153543, 'No', 626.0, 0.20866666666666667, 'Loss', -3, -0.6259999999999999, 153542, 481, 2.5488
12, 154031, 1498, 'icon16.jpg', 155529, 1000.0, 156530, 497, 157029, 1000, 158033, 482, 158517, 2000.0, 159517.0, 159230, 'No', -287.0, 0.287, 'Loss', -3, -0.8610000000000002, 159230, 514, 1.6877999999999997
13, 159751, 1552, 'icon33.jpg', 161306, 5000.0, 166311, 454, 166769, 1000, 167770, 513, 168287, 10000.0, 173287.0, 173075, 'No', -212.0, 0.0424, 'Neutral', 0, 0, 173074, 515, 1.6877999999999997
14, 173079, 1533, 'icon29.jpg', 174614, 3000.0, 177617, 482, 178103, 1000, 179107, 493, 179604, 6000.0, 182604.0, 182658, 'No', 54.0, 0.018, 'Neutral', 0, 0, 182658, 511, 1.6877999999999997
15, 182662, 1540, 'icon09.jpg', 184202, 5000.0, 189205, 494, 189705, 1000, 190709, 481, 191191, 10000.0, 196191.0, 195988, 'No', -203.0, 0.0406, 'Win', 3, 2.8782, 195988, 518, 4.566
16, 196510, 1557, 'icon29.jpg', 198071, 3000.0, 201072, 522, 201595, 1000, 202597, 503, 203101, 6000.0, 206101.0, 206086, 'No', -15.0, 0.005, 'Neutral', 0, 0, 206085, 482, 4.566
17, 206090, 1525, 'icon16.jpg', 207615, 1000.0, 208620, 523, 209145, 1000, 210148, 490, 210640, 2000.0, 211640.0, 211879, 'No', 239.0, 0.239, 'Loss', -3, -0.7170000000000001, 211878, 487, 3.8489999999999998
18, 212370, 1448, 'icon10.jpg', 213818, 3000.0, 216822, 493, 217318, 1000, 218319, 493, 218814, 6000.0, 221814.0, 222440, 'No', 626.0, 0.20866666666666667, 'Loss', -3, -0.6259999999999999, 222439, 502, 3.223
19, 222946, 1506, 'icon45.jpg', 224453, 1000.0, 225454, 500, 225957, 1000, 226961, 518, 227483, 2000.0, 228483.0, 228027, 'No', -456.0, 0.456, 'Win', 3, 1.6320000000000001, 228026, 504, 4.855
