trial number,crosshair (start time - ms),crosshair (duration - ms),icon (filename),display icon (start time - ms),display (duration - ms),wait before (start time - ms),wait before (duration - ms),ready (start time - ms),ready (duration - ms),wait after (start time - ms),wait after (duration - ms),reproduce display (start time - ms),max reproduce display (duration - ms),perfect reproduce time (game time - ms),key down (start time - ms),too late (yes - no),difference time (duration - ms),percent error (fraction),icon category (w - l - n),icon amount (dollars),monetary outcome (dollars),payment display (start time - ms),payment display (duration - ms),running total (dollars)
1, 23098, 1527, 'icon32.jpg', 24629, 1000.0, 25630, 555, 26189, 1000, 27195, 503, 27700, 2000.0, 28700.0, 28478, 'No', -222.0, 0.222, 'Win', 3, 2.334, 28477, 512, 2.334
2, 28995, 1447, 'icon37.jpg', 30443, 1000.0, 31447, 438, 31890, 1000, 32893, 494, 33390, 2000.0, 34390.0, 34426, 'No', 36.0, 0.036, 'Loss', -3, -0.1080000000000001, 34425, 500, 2.226
3, 34931, 1478, 'icon07.jpg', 36412, 3000.0, 39415, 516, 39932, 1000, 40933, 497, 41433, 6000.0, 44433.0, 43601, 'No', -832.0, 0.2773333333333333, 'Loss', -3, -0.8319999999999999, 43600, 498, 1.3940000000000001
4, 44106, 1499, 'icon07.jpg', 45605, 3000.0, 48608, 499, 49110, 1000, 50112, 524, 50640, 6000.0, 53640.0, 52623, 'No', -1017.0, 0.339, 'Loss', -3, -1.017, 52622, 499, 0.3770000000000002
5, 53127, 1478, 'icon28.jpg', 54608, 3000.0, 57609, 499, 58110, 1000, 59114, 492, 59607, 6000.0, 62607.0, 61800, 'No', -807.0, 0.269, 'Win', 3, 2.193, 61799, 480, 2.5700000000000003
6, 62284, 1479, 'icon30.jpg', 63763, 3000.0, 66766, 534, 67301, 1000, 68305, 502, 68811, 6000.0, 71811.0, 71026, 'No', -785.0, 0.26166666666666666, 'Neutral', 0, 0, 71026, 506, 2.5700000000000003
7, 71030, 1424, 'icon37.jpg', 72454, 1000.0, 73455, 503, 73959, 1000, 74961, 438, 75402, 2000.0, 76402.0, 76151, 'No', -251.0, 0.251, 'Loss', -3, -0.7530000000000001, 76149, 488, 1.8170000000000002
8, 76643, 1504, 'icon30.jpg', 78147, 3000.0, 81151, 494, 81648, 1000, 82649, 522, 83174, 6000.0, 86174.0, 85328, 'No', -846.0, 0.282, 'Neutral', 0, 0, 85327, 488, 1.8170000000000002
9, 85331, 1496, 'icon07.jpg', 86828, 3000.0, 89829, 502, 90335, 1000, 91340, 503, 91845, 6000.0, 94845.0, 93994, 'No', -851.0, 0.2836666666666667, 'Loss', -3, -0.851, 93993, 506, 0.9660000000000002
10, 94505, 1488, 'icon37.jpg', 95996, 1000.0, 96998, 529, 97530, 1000, 98532, 534, 99069, 2000.0, 100069.0, 99785, 'No', -284.0, 0.284, 'Loss', -3, -0.8520000000000003, 99783, 494, 0.11399999999999988
11, 100287, 1516, 'icon16.jpg', 101806, 5000.0, 106807, 506, 107319, 1000, 108323, 499, 108824, 10000.0, 113824.0, 112292, 'No', -1532.0, 0.3064, 'Win', 3, 2.0808, 112291, 508, 2.1948
