trial number,crosshair (start time - ms),crosshair (duration - ms),icon (filename),display icon (start time - ms),display (duration - ms),wait before (start time - ms),wait before (duration - ms),ready (start time - ms),ready (duration - ms),wait after (start time - ms),wait after (duration - ms),reproduce display (start time - ms),max reproduce display (duration - ms),perfect reproduce time (game time - ms),key down (start time - ms),too late (yes - no),difference time (duration - ms),percent error (fraction),icon category (w - l - n),icon amount (dollars),monetary outcome (dollars),payment display (start time - ms),payment display (duration - ms),running total (dollars)
1, 15108, 1520, 'icon35.jpg', 16629, 1000.0, 17631, 485, 18121, 1000, 19123, 501, 19626, 2000.0, 20626.0, 20507, 'No', -119.0, 0.119, 'Win', 3, 2.643, 20506, 513, 2.643
2, 21024, 1596, 'icon14.jpg', 22623, 5000.0, 27626, 498, 28126, 1000, 29127, 455, 29585, 10000.0, 34585.0, 33632, 'No', -953.0, 0.1906, 'Win', 3, 2.4282, 33631, 493, 5.071199999999999
3, 34129, 1533, 'icon52.jpg', 35662, 3000.0, 38666, 482, 39150, 1000, 40154, 497, 40653, 6000.0, 43653.0, 43117, 'No', -536.0, 0.17866666666666667, 'Neutral', 0, 0, 43116, 453, 5.071199999999999
4, 43121, 1510, 'icon24.jpg', 44632, 5000.0, 49635, 521, 50159, 1000, 51162, 513, 51676, 10000.0, 56676.0, 54700, 'No', -1976.0, 0.3952, 'Neutral', 0, 0, 54699, 485, 5.071199999999999
5, 54704, 1497, 'icon32.jpg', 56204, 3000.0, 59205, 497, 59703, 1000, 60707, 513, 61222, 6000.0, 64222.0, 63570, 'No', -652.0, 0.21733333333333332, 'Win', 3, 2.348, 63569, 517, 7.419199999999999
6, 64090, 1533, 'icon14.jpg', 65626, 5000.0, 70631, 495, 71131, 1000, 72135, 539, 72675, 10000.0, 77675.0, 76080, 'No', -1595.0, 0.319, 'Win', 3, 2.043, 76080, 493, 9.4622
7, 76580, 1471, 'icon24.jpg', 78051, 5000.0, 83052, 555, 83612, 1000, 84613, 510, 85125, 10000.0, 90125.0, 89406, 'No', -719.0, 0.1438, 'Neutral', 0, 0, 89405, 504, 9.4622
8, 89411, 1515, 'icon55.jpg', 90929, 5000.0, 95934, 545, 96480, 1000, 97483, 520, 98005, 10000.0, 103005.0, 103558, 'No', 553.0, 0.1106, 'Loss', -3, -0.3318000000000003, 103557, 523, 9.130399999999998
9, 104087, 1520, 'icon31.jpg', 105611, 3000.0, 108612, 501, 109116, 1000, 110117, 469, 110589, 6000.0, 113589.0, 113451, 'No', -138.0, 0.046, 'Loss', -3, -0.1379999999999999, 113450, 477, 8.992399999999998
10, 113934, 1537, 'icon32.jpg', 115471, 3000.0, 118474, 464, 118941, 1000, 119944, 522, 120468, 6000.0, 123468.0, 122985, 'No', -483.0, 0.161, 'Win', 3, 2.517, 122984, 501, 11.509399999999998
11, 123491, 1510, 'icon52.jpg', 125001, 3000.0, 128004, 485, 128490, 1000, 129493, 504, 130000, 6000.0, 133000.0, 132163, 'No', -837.0, 0.279, 'Neutral', 0, 0, 132162, 495, 11.509399999999998
12, 132166, 1504, 'icon31.jpg', 133673, 3000.0, 136677, 486, 137166, 1000, 138170, 482, 138655, 6000.0, 141655.0, 141186, 'No', -469.0, 0.15633333333333332, 'Loss', -3, -0.46899999999999986, 141184, 495, 11.040399999999998
13, 141689, 1493, 'icon21.jpg', 143183, 1000.0, 144185, 504, 144691, 1000, 145693, 493, 146187, 2000.0, 147187.0, 147027, 'No', -160.0, 0.16, 'Neutral', 0, 0, 147026, 536, 11.040399999999998
14, 147031, 1533, 'icon21.jpg', 148566, 1000.0, 149568, 497, 150071, 1000, 151073, 501, 151577, 2000.0, 152577.0, 152460, 'No', -117.0, 0.117, 'Neutral', 0, 0, 152459, 523, 11.040399999999998
15, 152464, 1454, 'icon52.jpg', 153920, 3000.0, 156924, 497, 157423, 1000, 158427, 497, 158925, 6000.0, 161925.0, 161638, 'No', -287.0, 0.09566666666666666, 'Neutral', 0, 0, 161637, 522, 11.040399999999998
16, 161642, 1477, 'icon35.jpg', 163121, 1000.0, 164123, 502, 164628, 1000, 165633, 539, 166174, 2000.0, 167174.0, 166968, 'No', -206.0, 0.206, 'Win', 3, 2.382, 166967, 455, 13.422399999999998
17, 167428, 1481, 'icon24.jpg', 168910, 5000.0, 173912, 469, 174385, 1000, 175386, 518, 175908, 10000.0, 180908.0, 179580, 'No', -1328.0, 0.2656, 'Neutral', 0, 0, 179578, 522, 13.422399999999998
18, 179584, 1457, 'icon52.jpg', 181043, 3000.0, 184046, 505, 184553, 1000, 185556, 496, 186054, 6000.0, 189054.0, 189117, 'No', 63.0, 0.021, 'Neutral', 0, 0, 189116, 521, 13.422399999999998
19, 189121, 1503, 'icon52.jpg', 190625, 3000.0, 193630, 555, 194188, 1000, 195190, 477, 195668, 6000.0, 198668.0, 197933, 'No', -735.0, 0.245, 'Neutral', 0, 0, 197932, 504, 13.422399999999998
