trial number,crosshair (start time - ms),crosshair (duration - ms),icon (filename),display icon (start time - ms),display (duration - ms),wait before (start time - ms),wait before (duration - ms),ready (start time - ms),ready (duration - ms),wait after (start time - ms),wait after (duration - ms),reproduce display (start time - ms),max reproduce display (duration - ms),perfect reproduce time (game time - ms),key down (start time - ms),too late (yes - no),difference time (duration - ms),percent error (fraction),icon category (w - l - n),icon amount (dollars),monetary outcome (dollars),payment display (start time - ms),payment display (duration - ms),running total (dollars)
1, 12731, 1492, 'icon14.jpg', 14224, 3000.0, 17227, 488, 17718, 1000, 18721, 496, 19220, 6000.0, 22220.0, 22220, 'No', 0.0, 0.0, 'Loss', -3, 0.0, 22219, 514, 0.0
2, 22741, 1493, 'icon17.jpg', 24237, 1000.0, 25240, 450, 25693, 1000, 26696, 531, 27229, 2000.0, 28229.0, 27808, 'No', -421.0, 0.421, 'Loss', -3, -1.2630000000000001, 27807, 499, -1.2630000000000001
3, 28312, 1428, 'icon38.jpg', 29741, 5000.0, 34744, 485, 35230, 1000, 36236, 473, 36712, 10000.0, 41712.0, 39340, 'No', -2372.0, 0.4744, 'Neutral', 0, 0, 39339, 507, -1.2630000000000001
4, 39343, 1502, 'icon38.jpg', 40845, 5000.0, 45846, 471, 46318, 1000, 47319, 490, 47812, 10000.0, 52812.0, 50980, 'No', -1832.0, 0.3664, 'Neutral', 0, 0, 50978, 489, -1.2630000000000001
5, 50984, 1479, 'icon03.jpg', 52465, 5000.0, 57468, 513, 57983, 1000, 58986, 518, 59507, 10000.0, 64507.0, 65537, 'No', 1030.0, 0.206, 'Loss', -3, -0.6179999999999999, 65537, 478, -1.881
6, 66020, 1465, 'icon11.jpg', 67486, 5000.0, 72487, 531, 73020, 1000, 74025, 518, 74544, 10000.0, 79544.0, 78506, 'No', -1038.0, 0.2076, 'Win', 3, 2.3772, 78504, 501, 0.4962000000000002
7, 79010, 1550, 'icon21.jpg', 80562, 3000.0, 83563, 461, 84025, 1000, 85030, 524, 85557, 6000.0, 88557.0, 87430, 'No', -1127.0, 0.37566666666666665, 'Neutral', 0, 0, 87429, 513, 0.4962000000000002
8, 87434, 1456, 'icon38.jpg', 88894, 5000.0, 93895, 479, 94379, 1000, 95382, 524, 95907, 10000.0, 100907.0, 99832, 'No', -1075.0, 0.215, 'Neutral', 0, 0, 99831, 485, 0.4962000000000002
9, 99836, 1526, 'icon03.jpg', 101362, 5000.0, 106364, 480, 106848, 1000, 107849, 565, 108417, 10000.0, 113417.0, 113317, 'No', -100.0, 0.02, 'Loss', -3, -0.06000000000000005, 113316, 480, 0.43620000000000014
10, 113803, 1424, 'icon03.jpg', 115227, 5000.0, 120230, 492, 120726, 1000, 121727, 479, 122207, 10000.0, 127207.0, 128694, 'No', 1487.0, 0.2974, 'Loss', -3, -0.8921999999999999, 128693, 522, -0.45599999999999974
11, 129223, 1525, 'icon05.jpg', 130749, 1000.0, 131751, 480, 132235, 1000, 133236, 459, 133698, 2000.0, 134698.0, 134489, 'No', -209.0, 0.209, 'Neutral', 0, 0, 134487, 511, -0.45599999999999974
12, 134493, 1494, 'icon03.jpg', 135987, 5000.0, 140990, 480, 141472, 1000, 142474, 508, 142984, 10000.0, 147984.0, 147305, 'No', -679.0, 0.1358, 'Loss', -3, -0.4074, 147303, 511, -0.8633999999999997
13, 147823, 1501, 'icon11.jpg', 149325, 5000.0, 154327, 511, 154839, 1000, 155841, 473, 156318, 10000.0, 161318.0, 162069, 'No', 751.0, 0.1502, 'Win', 3, 2.5494, 162067, 511, 1.6860000000000002
14, 162583, 1531, 'icon22.jpg', 164114, 3000.0, 167117, 526, 167646, 1000, 168649, 496, 169146, 6000.0, 172146.0, 172270, 'No', 124.0, 0.04133333333333333, 'Win', 3, 2.876, 172269, 480, 4.562
15, 172756, 1460, 'icon21.jpg', 174220, 3000.0, 177224, 495, 177723, 1000, 178724, 497, 179225, 6000.0, 182225.0, 182831, 'No', 606.0, 0.202, 'Neutral', 0, 0, 182830, 484, 4.562
16, 182836, 1502, 'icon14.jpg', 184338, 3000.0, 187340, 459, 187803, 1000, 188804, 479, 189287, 6000.0, 192287.0, 192467, 'No', 180.0, 0.06, 'Loss', -3, -0.18000000000000016, 192466, 514, 4.382
17, 192987, 1488, 'icon21.jpg', 194475, 3000.0, 197477, 500, 197979, 1000, 198985, 503, 199491, 6000.0, 202491.0, 202720, 'No', 229.0, 0.07633333333333334, 'Neutral', 0, 0, 202719, 479, 4.382
18, 202724, 1487, 'icon43.jpg', 204216, 1000.0, 205217, 513, 205733, 1000, 206734, 514, 207253, 2000.0, 208253.0, 208054, 'No', -199.0, 0.199, 'Win', 3, 2.403, 208053, 511, 6.785
19, 208570, 1511, 'icon38.jpg', 210082, 5000.0, 215084, 529, 215615, 1000, 216617, 514, 217136, 10000.0, 222136.0, 222406, 'No', 270.0, 0.054, 'Neutral', 0, 0, 222406, 522, 6.785
20, 222411, 1488, 'icon17.jpg', 223899, 1000.0, 224900, 459, 225360, 1000, 226362, 531, 226897, 2000.0, 227897.0, 228044, 'No', 147.0, 0.147, 'Loss', -3, -0.44099999999999984, 228042, 531, 6.344
21, 228584, 1550, 'icon22.jpg', 230134, 3000.0, 233137, 487, 233626, 1000, 234631, 499, 235133, 6000.0, 238133.0, 237681, 'No', -452.0, 0.15066666666666667, 'Win', 3, 2.548, 237680, 480, 8.892
22, 238165, 1424, 'icon22.jpg', 239592, 3000.0, 242595, 465, 243064, 1000, 244066, 511, 244579, 6000.0, 247579.0, 247477, 'No', -102.0, 0.034, 'Win', 3, 2.8979999999999997, 247475, 514, 11.79
23, 247999, 1525, 'icon21.jpg', 249527, 3000.0, 252529, 485, 253017, 1000, 254018, 536, 254555, 6000.0, 257555.0, 257163, 'No', -392.0, 0.13066666666666665, 'Neutral', 0, 0, 257162, 448, 11.79
24, 257166, 1488, 'icon43.jpg', 258657, 1000.0, 259658, 473, 260135, 1000, 261137, 481, 261620, 2000.0, 262620.0, 262393, 'No', -227.0, 0.227, 'Win', 3, 2.319, 262392, 514, 14.108999999999998
