trial number,crosshair (start time - ms),crosshair (duration - ms),icon (filename),display icon (start time - ms),display (duration - ms),wait before (start time - ms),wait before (duration - ms),ready (start time - ms),ready (duration - ms),wait after (start time - ms),wait after (duration - ms),reproduce display (start time - ms),max reproduce display (duration - ms),perfect reproduce time (game time - ms),key down (start time - ms),too late (yes - no),difference time (duration - ms),percent error (fraction),icon category (w - l - n),icon amount (dollars),monetary outcome (dollars),payment display (start time - ms),payment display (duration - ms),running total (dollars)
1, 25087, 1480, 'icon15.jpg', 26568, 5000.0, 31569, 498, 32070, 1000, 33074, 526, 33602, 10000.0, 38602.0, 37856, 'No', -746.0, 0.1492, 'Neutral', 0, 0, 37855, 506, 0
2, 37862, 1513, 'icon35.jpg', 39379, 3000.0, 42380, 489, 42871, 1000, 43877, 500, 44381, 6000.0, 47381.0, 46569, 'No', -812.0, 0.27066666666666667, 'Loss', -3, -0.8120000000000003, 46569, 503, -0.8120000000000003
3, 46573, 1484, 'icon35.jpg', 48058, 3000.0, 51061, 531, 51595, 1000, 52599, 506, 53110, 6000.0, 56110.0, 55643, 'No', -467.0, 0.15566666666666668, 'Loss', -3, -0.46699999999999964, 55641, 513, -1.279
4, 55647, 1489, 'icon32.jpg', 57136, 1000.0, 58137, 493, 58634, 1000, 59636, 529, 60169, 2000.0, 61169.0, 60973, 'No', -196.0, 0.196, 'Win', 1, 0.804, 60972, 500, -0.47499999999999987
5, 60978, 1526, 'icon30.jpg', 62506, 1000.0, 63510, 529, 64044, 1000, 65046, 516, 65563, 2000.0, 66563.0, 66665, 'No', 102.0, 0.102, 'Loss', -1, -0.10199999999999998, 66664, 451, -0.5769999999999998
6, 66668, 1526, 'icon43.jpg', 68196, 3000.0, 71198, 512, 71712, 1000, 72716, 512, 73231, 6000.0, 76231.0, 75943, 'No', -288.0, 0.096, 'Win', 3, 2.712, 75942, 458, 2.1350000000000002
7, 75947, 1476, 'icon35.jpg', 77423, 3000.0, 80424, 462, 80891, 1000, 81893, 513, 82408, 6000.0, 85408.0, 85223, 'No', -185.0, 0.06166666666666667, 'Loss', -3, -0.18500000000000005, 85222, 508, 1.9500000000000002
8, 85227, 1464, 'icon23.jpg', 86691, 1000.0, 87692, 499, 88194, 1000, 89197, 488, 89689, 2000.0, 90689.0, 90606, 'No', -83.0, 0.083, 'Neutral', 0, 0, 90605, 507, 1.9500000000000002
9, 90610, 1453, 'icon29.jpg', 92063, 5000.0, 97066, 526, 97593, 1000, 98596, 513, 99110, 10000.0, 104110.0, 104498, 'No', 388.0, 0.0776, 'Loss', -5, -0.3879999999999999, 104498, 515, 1.5620000000000003
10, 104504, 1562, 'icon15.jpg', 106070, 5000.0, 111072, 519, 111593, 1000, 112597, 481, 113079, 10000.0, 118079.0, 117877, 'No', -202.0, 0.0404, 'Neutral', 0, 0, 117876, 503, 1.5620000000000003
11, 117881, 1488, 'icon39.jpg', 119371, 5000.0, 124375, 512, 124890, 1000, 125891, 498, 126392, 10000.0, 131392.0, 131054, 'No', -338.0, 0.0676, 'Win', 5, 4.662, 131053, 506, 6.224
12, 131058, 1503, 'icon30.jpg', 132561, 1000.0, 133567, 477, 134045, 1000, 135047, 500, 135550, 2000.0, 136550.0, 136435, 'No', -115.0, 0.115, 'Loss', -1, -0.11499999999999999, 136434, 526, 6.109
13, 136438, 1504, 'icon35.jpg', 137943, 3000.0, 140948, 511, 141460, 1000, 142466, 526, 142993, 6000.0, 145993.0, 145611, 'No', -382.0, 0.12733333333333333, 'Loss', -3, -0.3819999999999997, 145610, 498, 5.727
14, 145616, 1513, 'icon39.jpg', 147130, 5000.0, 152131, 503, 152635, 1000, 153639, 543, 154184, 10000.0, 159184.0, 159251, 'No', 67.0, 0.0134, 'Win', 5, 4.933, 159250, 527, 10.66
15, 159254, 1478, 'icon35.jpg', 160735, 3000.0, 163736, 550, 164287, 1000, 165291, 526, 165820, 6000.0, 168820.0, 167810, 'No', -1010.0, 0.33666666666666667, 'Loss', -3, -1.01, 167808, 481, 9.65
16, 167815, 1455, 'icon30.jpg', 169273, 1000.0, 170274, 523, 170800, 1000, 171801, 544, 172350, 2000.0, 173350.0, 173246, 'No', -104.0, 0.104, 'Loss', -1, -0.10399999999999998, 173244, 503, 9.546000000000001
17, 173250, 1455, 'icon30.jpg', 174706, 1000.0, 175707, 513, 176221, 1000, 177223, 482, 177709, 2000.0, 178709.0, 178630, 'No', -79.0, 0.079, 'Loss', -1, -0.07899999999999996, 178629, 512, 9.467
18, 178635, 1538, 'icon29.jpg', 180173, 5000.0, 185177, 513, 185694, 1000, 186695, 531, 187227, 10000.0, 192227.0, 192110, 'No', -117.0, 0.0234, 'Loss', -5, -0.11699999999999999, 192110, 493, 9.350000000000001
19, 192114, 1430, 'icon39.jpg', 193547, 5000.0, 198551, 512, 199066, 1000, 200068, 550, 200619, 10000.0, 205619.0, 204209, 'No', -1410.0, 0.282, 'Win', 5, 3.59, 204209, 513, 12.940000000000001
20, 204213, 1562, 'icon15.jpg', 205776, 5000.0, 210779, 543, 211324, 1000, 212328, 550, 212881, 10000.0, 217881.0, 216716, 'No', -1165.0, 0.233, 'Neutral', 0, 0, 216715, 511, 12.940000000000001
21, 216720, 1476, 'icon35.jpg', 218198, 3000.0, 221201, 529, 221732, 1000, 222736, 543, 223280, 6000.0, 226280.0, 225532, 'No', -748.0, 0.24933333333333332, 'Loss', -3, -0.7479999999999998, 225532, 513, 12.192000000000002
22, 225537, 1497, 'icon32.jpg', 227034, 1000.0, 228039, 531, 228571, 1000, 229572, 529, 230103, 2000.0, 231103.0, 230866, 'No', -237.0, 0.237, 'Win', 1, 0.763, 230866, 489, 12.955000000000002
23, 230872, 1455, 'icon29.jpg', 232328, 5000.0, 237329, 499, 237831, 1000, 238832, 468, 239304, 10000.0, 244304.0, 244247, 'No', -57.0, 0.0114, 'Loss', -5, -0.056999999999999496, 244246, 496, 12.898000000000003
24, 244255, 1497, 'icon35.jpg', 245755, 3000.0, 248757, 504, 249262, 1000, 250264, 523, 250788, 6000.0, 253788.0, 253679, 'No', -109.0, 0.036333333333333336, 'Loss', -3, -0.10899999999999999, 253678, 488, 12.789000000000003
