trial number,crosshair (start time - ms),crosshair (duration - ms),icon (filename),display icon (start time - ms),display (duration - ms),wait before (start time - ms),wait before (duration - ms),ready (start time - ms),ready (duration - ms),wait after (start time - ms),wait after (duration - ms),reproduce display (start time - ms),max reproduce display (duration - ms),perfect reproduce time (game time - ms),key down (start time - ms),too late (yes - no),difference time (duration - ms),percent error (fraction),icon category (w - l - n),icon amount (dollars),monetary outcome (dollars),payment display (start time - ms),payment display (duration - ms),running total (dollars)
1, 27637, 1481, 'icon19.jpg', 29120, 3000.0, 32124, 498, 32623, 1000, 33629, 500, 34130, 6000.0, 37130.0, 37352, 'No', 222.0, 0.074, 'Win', 3, 2.778, 37351, 524, 2.778
2, 37356, 1522, 'icon09.jpg', 38879, 5000.0, 43880, 491, 44376, 1000, 45380, 524, 45905, 10000.0, 50905.0, 50219, 'No', -686.0, 0.1372, 'Neutral', 0, 0, 50218, 479, 2.778
3, 50223, 1454, 'icon08.jpg', 51680, 1000.0, 52683, 485, 53171, 1000, 54177, 497, 54676, 2000.0, 55676.0, 55448, 'No', -228.0, 0.228, 'Loss', -1, -0.22799999999999998, 55447, 474, 2.55
4, 55452, 1481, 'icon21.jpg', 56934, 3000.0, 59935, 461, 60400, 1000, 61404, 497, 61903, 6000.0, 64903.0, 64473, 'No', -430.0, 0.14333333333333334, 'Neutral', 0, 0, 64472, 476, 2.55
5, 64477, 1475, 'icon01.jpg', 65953, 3000.0, 68958, 465, 69425, 1000, 70429, 513, 70946, 6000.0, 73946.0, 73545, 'No', -401.0, 0.13366666666666666, 'Loss', -3, -0.40100000000000025, 73544, 500, 2.1489999999999996
6, 73549, 1589, 'icon25.jpg', 75138, 1000.0, 76139, 471, 76613, 1000, 77615, 478, 78094, 2000.0, 79094.0, 78925, 'No', -169.0, 0.169, 'Neutral', 0, 0, 78924, 471, 2.1489999999999996
7, 78929, 1471, 'icon21.jpg', 80402, 3000.0, 83406, 462, 83869, 1000, 84873, 471, 85347, 6000.0, 88347.0, 88153, 'No', -194.0, 0.06466666666666666, 'Neutral', 0, 0, 88152, 478, 2.1489999999999996
8, 88158, 1535, 'icon08.jpg', 89693, 1000.0, 90694, 497, 91194, 1000, 92195, 525, 92724, 2000.0, 93724.0, 93743, 'No', 19.0, 0.019, 'Loss', -1, -0.019000000000000017, 93742, 482, 2.1299999999999994
9, 93747, 1541, 'icon15.jpg', 95292, 5000.0, 100296, 491, 100789, 1000, 101792, 522, 102315, 10000.0, 107315.0, 107275, 'No', -40.0, 0.008, 'Loss', -5, -0.040000000000000036, 107274, 461, 2.0899999999999994
10, 107278, 1523, 'icon08.jpg', 108804, 1000.0, 109808, 481, 110293, 1000, 111294, 476, 111772, 2000.0, 112772.0, 112862, 'No', 90.0, 0.09, 'Loss', -1, -0.08999999999999997, 112861, 466, 1.9999999999999996
11, 112867, 1481, 'icon44.jpg', 114353, 5000.0, 119356, 529, 119887, 1000, 120889, 521, 121414, 10000.0, 126414.0, 125577, 'No', -837.0, 0.1674, 'Win', 5, 4.163, 125576, 485, 6.163
12, 125583, 1541, 'icon01.jpg', 127126, 3000.0, 130128, 484, 130618, 1000, 131619, 546, 132168, 6000.0, 135168.0, 134857, 'No', -311.0, 0.10366666666666667, 'Loss', -3, -0.31099999999999994, 134856, 466, 5.852
13, 134861, 1525, 'icon44.jpg', 136386, 5000.0, 141388, 465, 141856, 1000, 142859, 490, 143354, 10000.0, 148354.0, 147209, 'No', -1145.0, 0.229, 'Win', 5, 3.855, 147208, 484, 9.707
14, 147214, 1488, 'icon21.jpg', 148705, 3000.0, 151706, 478, 152185, 1000, 153189, 496, 153688, 6000.0, 156688.0, 155924, 'No', -764.0, 0.25466666666666665, 'Neutral', 0, 0, 155924, 478, 9.707
15, 155929, 1474, 'icon35.jpg', 157406, 1000.0, 158409, 485, 158898, 1000, 159901, 496, 160399, 2000.0, 161399.0, 161462, 'No', 63.0, 0.063, 'Win', 1, 0.937, 161461, 507, 10.644
16, 161467, 1502, 'icon15.jpg', 162971, 5000.0, 167972, 492, 168465, 1000, 169467, 461, 169934, 10000.0, 174934.0, 174231, 'No', -703.0, 0.1406, 'Loss', -5, -0.7029999999999994, 174230, 485, 9.941
17, 174235, 1610, 'icon35.jpg', 175848, 1000.0, 176849, 507, 177360, 1000, 178362, 496, 178859, 2000.0, 179859.0, 179664, 'No', -195.0, 0.195, 'Win', 1, 0.805, 179663, 517, 10.746
18, 179668, 1462, 'icon19.jpg', 181132, 3000.0, 184133, 479, 184616, 1000, 185618, 482, 186104, 6000.0, 189104.0, 189248, 'No', 144.0, 0.048, 'Win', 3, 2.856, 189248, 474, 13.602
19, 189252, 1466, 'icon21.jpg', 190721, 3000.0, 193727, 506, 194236, 1000, 195238, 461, 195700, 6000.0, 198700.0, 198014, 'No', -686.0, 0.22866666666666666, 'Neutral', 0, 0, 198014, 468, 13.602
20, 198018, 1568, 'icon19.jpg', 199587, 3000.0, 202588, 518, 203109, 1000, 204113, 511, 204628, 6000.0, 207628.0, 207089, 'No', -539.0, 0.17966666666666667, 'Win', 3, 2.4610000000000003, 207088, 518, 16.063000000000002
21, 207093, 1541, 'icon35.jpg', 208636, 1000.0, 209639, 521, 210162, 1000, 211164, 542, 211708, 2000.0, 212708.0, 212213, 'No', -495.0, 0.495, 'Win', 1, 0.505, 212212, 497, 16.568
22, 212217, 1415, 'icon15.jpg', 213635, 5000.0, 218637, 525, 219165, 1000, 220167, 513, 220682, 10000.0, 225682.0, 225645, 'No', -37.0, 0.0074, 'Loss', -5, -0.03699999999999992, 225644, 519, 16.531000000000002
23, 225649, 1535, 'icon21.jpg', 227187, 3000.0, 230190, 485, 230677, 1000, 231678, 479, 232158, 6000.0, 235158.0, 234923, 'No', -235.0, 0.07833333333333334, 'Neutral', 0, 0, 234923, 511, 16.531000000000002
24, 234927, 1547, 'icon01.jpg', 236475, 3000.0, 239478, 481, 239962, 1000, 240965, 480, 241448, 6000.0, 244448.0, 243689, 'No', -759.0, 0.253, 'Loss', -3, -0.7589999999999999, 243688, 484, 15.772000000000002
25, 243693, 1463, 'icon21.jpg', 245157, 3000.0, 248160, 519, 248682, 1000, 249688, 468, 250158, 6000.0, 253158.0, 252458, 'No', -700.0, 0.23333333333333334, 'Neutral', 0, 0, 252457, 500, 15.772000000000002
26, 252462, 1488, 'icon35.jpg', 253951, 1000.0, 254954, 546, 255506, 1000, 256509, 513, 257026, 2000.0, 258026.0, 257635, 'No', -391.0, 0.391, 'Win', 1, 0.609, 257633, 525, 16.381
27, 257639, 1415, 'icon35.jpg', 259056, 1000.0, 260059, 506, 260566, 1000, 261570, 471, 262043, 2000.0, 263043.0, 262711, 'No', -332.0, 0.332, 'Win', 1, 0.668, 262710, 479, 17.049
28, 262715, 1589, 'icon08.jpg', 264306, 1000.0, 265310, 474, 265787, 1000, 266789, 519, 267310, 2000.0, 268310.0, 267988, 'No', -322.0, 0.322, 'Loss', -1, -0.32199999999999995, 267988, 497, 16.727
29, 267992, 1474, 'icon35.jpg', 269468, 1000.0, 270472, 484, 270958, 1000, 271960, 492, 272454, 2000.0, 273454.0, 273475, 'No', 21.0, 0.021, 'Win', 1, 0.979, 273474, 497, 17.706
30, 273478, 1481, 'icon01.jpg', 274961, 3000.0, 277966, 511, 278479, 1000, 279482, 504, 279988, 6000.0, 282988.0, 282957, 'No', -31.0, 0.010333333333333333, 'Loss', -3, -0.030999999999999694, 282956, 513, 17.675
31, 282960, 1465, 'icon35.jpg', 284427, 1000.0, 285430, 526, 285957, 1000, 286961, 524, 287488, 2000.0, 288488.0, 288804, 'No', 316.0, 0.316, 'Win', 1, 0.684, 288804, 471, 18.359
32, 288809, 1527, 'icon01.jpg', 290337, 3000.0, 293339, 546, 293888, 1000, 294892, 523, 295417, 6000.0, 298417.0, 298542, 'No', 125.0, 0.041666666666666664, 'Loss', -3, -0.125, 298541, 522, 18.234
33, 298548, 1555, 'icon15.jpg', 300105, 5000.0, 305109, 524, 305634, 1000, 306635, 484, 307122, 10000.0, 312122.0, 311975, 'No', -147.0, 0.0294, 'Loss', -5, -0.14700000000000024, 311974, 476, 18.087000000000003
